year,lea_name,school_code,school_name,spg_grade,spg_score
2013-14,Cumberland County Schools,260312,Beaver Dam Elementary,A,85
2013-14,Cumberland County Schools,260316,Lillian Black Elementary,D,47
2013-14,Cumberland County Schools,260318,Jack Britt High,A,87
2013-14,Cumberland County Schools,260320,Brentwood Elementary,C,60
2013-14,Cumberland County Schools,260321,Douglas Byrd Middle,D,44
2013-14,Cumberland County Schools,260322,Douglas Byrd High,C,58
2013-14,Cumberland County Schools,260325,Cape Fear High,B,75
2013-14,Cumberland County Schools,260326,Elizabeth M Cashwell Elementary,D,53
2013-14,Cumberland County Schools,260332,Eastover Central Elementary,B,79
2013-14,Cumberland County Schools,260336,Anne Chesnutt Middle,C,56
2013-14,Cumberland County Schools,260338,Cliffdale Elementary,D,50
2013-14,Cumberland County Schools,260340,College Lakes Elementary,C,55
2013-14,Cumberland County Schools,260342,C Wayne Collier Elementary,C,58
2013-14,Cumberland County Schools,260344,J W Coon Elementary,D,54
2013-14,Cumberland County Schools,260347,Cumberland International Early CollegeHS,B,82
2013-14,Cumberland County Schools,260348,Cumberland Mills Elementary,C,57
2013-14,Cumberland County Schools,260352,Cumberland Road Elementary,D,51
2013-14,Cumberland County Schools,260354,Cross Creek Early College,A,89
2013-14,Cumberland County Schools,260356,District No 7 Elementary,B,84
2013-14,Cumberland County Schools,260357,Gray's Creek High,C,69
2013-14,Cumberland County Schools,260358,Luther 'Nick' Jeralds Middle,D,45
2013-14,Cumberland County Schools,260359,E E Smith High,C,62
2013-14,Cumberland County Schools,260361,Ferguson-Easley Elementary,C,59
2013-14,Cumberland County Schools,260362,Gray's Creek Middle,C,66
2013-14,Cumberland County Schools,260364,Alderman Road Elementary,C,58
2013-14,Cumberland County Schools,260365,R Max Abbott Middle,D,52
2013-14,Cumberland County Schools,260366,Howard L Hall Elementary,C,68
2013-14,Cumberland County Schools,260367,Bill Hefner Elementary,C,60
2013-14,Cumberland County Schools,260368,Hope Mills Middle,C,57
2013-14,Cumberland County Schools,260369,John R Griffin Middle,B,75
2013-14,Cumberland County Schools,260370,Ed V Baldwin Elementary,C,58
2013-14,Cumberland County Schools,260371,Ireland Drive Middle,F,35
2013-14,Cumberland County Schools,260372,Lewis Chapel Middle,D,43
2013-14,Cumberland County Schools,260373,Gallberry Farm Elementary,C,64
2013-14,Cumberland County Schools,260375,Gray's Creek Elementary,C,61
2013-14,Cumberland County Schools,260380,Long Hill Elementary,B,74
2013-14,Cumberland County Schools,260382,Lucile Souders Elementary,D,48
2013-14,Cumberland County Schools,260383,Mac Williams Middle,C,57
2013-14,Cumberland County Schools,260386,Margaret Willis Elementary,C,60
2013-14,Cumberland County Schools,260388,Massey Hill Classical High,B,82
2013-14,Cumberland County Schools,260396,Mary McArthur Elementary,C,55
2013-14,Cumberland County Schools,260397,E Melvin Honeycutt Elementary,B,74
2013-14,Cumberland County Schools,260398,E E Miller Elementary,C,61
2013-14,Cumberland County Schools,260400,Montclair Elementary,C,61
2013-14,Cumberland County Schools,260401,Morganton Road Elementary,D,53
2013-14,Cumberland County Schools,260402,Manchester Elementary,D,53
2013-14,Cumberland County Schools,260403,New Century International Elementary,C,60
2013-14,Cumberland County Schools,260404,William H Owen Elementary,C,64
2013-14,Cumberland County Schools,260405,Walker Spivey Elementary,D,48
2013-14,Cumberland County Schools,260406,Pine Forest Middle,C,66
2013-14,Cumberland County Schools,260407,Lake Rim Elementary,C,64
2013-14,Cumberland County Schools,260408,Pine Forest High,C,67
2013-14,Cumberland County Schools,260410,Ponderosa Elementary,C,62
2013-14,Cumberland County Schools,260411,Reid Ross Classical High,B,73
2013-14,Cumberland County Schools,260414,Benjamin J Martin Elementary,D,50
2013-14,Cumberland County Schools,260415,Rockfish Elementary,B,73
2013-14,Cumberland County Schools,260416,J W Seabrook Elementary,C,59
2013-14,Cumberland County Schools,260417,New Century International Middle,C,63
2013-14,Cumberland County Schools,260418,Seventy-First Classical Middle,B,74
2013-14,Cumberland County Schools,260419,Reid Ross Classical Middle,C,62
2013-14,Cumberland County Schools,260424,Seventy-First High,C,60
2013-14,Cumberland County Schools,260425,South View Middle,D,47
2013-14,Cumberland County Schools,260426,Sherwood Park Elementary,D,52
2013-14,Cumberland County Schools,260427,South View High,C,62
2013-14,Cumberland County Schools,260428,Spring Lake Middle,D,40
2013-14,Cumberland County Schools,260430,Stedman Elementary,B,76
2013-14,Cumberland County Schools,260434,Stoney Point Elementary,B,77
2013-14,Cumberland County Schools,260440,Sunnyside Elementary,C,64
2013-14,Cumberland County Schools,260444,Teresa C Berrien Elementary,D,47
2013-14,Cumberland County Schools,260446,Terry Sanford High,B,73
2013-14,Cumberland County Schools,260448,Vanstory Hills Elementary,B,75
2013-14,Cumberland County Schools,260450,Warrenwood Elementary,D,45
2013-14,Cumberland County Schools,260452,Westarea Elementary,C,59
2013-14,Cumberland County Schools,260454,Westover Middle,D,47
2013-14,Cumberland County Schools,260455,Westover High,C,56
2013-14,Cumberland County Schools,260459,William T Brown Elementary,D,44
2013-14,Cumberland County Schools,260700,Howard Health & Life Sciences,B,82
2013-14,Currituck County Schools,270304,Central Elementary,D,54
2013-14,Currituck County Schools,270306,Currituck County High,C,61
2013-14,Currituck County Schools,270308,Currituck County Middle,C,64
2013-14,Currituck County Schools,270309,Jarvisburg Elementary,C,58
2013-14,Currituck County Schools,270310,Shawboro Elementary School,C,66
2013-14,Currituck County Schools,270311,The JP Knapp ECH (i)School,B,77
2013-14,Currituck County Schools,270312,Knotts Island Elementary,B,71
2013-14,Currituck County Schools,270316,Moyock Elementary,C,68
2013-14,Currituck County Schools,270318,Moyock Middle,C,65
2013-14,Currituck County Schools,270320,W T Griggs Elementary,C,60
2013-14,Dare County Schools,280302,Cape Hatteras Elementary School,B,70
2013-14,Dare County Schools,280304,Cape Hatteras Secondary School,C,68
2013-14,Dare County Schools,280308,Kitty Hawk Elementary School,B,76
2013-14,Dare County Schools,280310,Nags Head Elementary School,B,74
2013-14,Dare County Schools,280312,Manteo Elementary School,C,58
2013-14,Dare County Schools,280316,Manteo High School,B,79
2013-14,Dare County Schools,280320,Manteo Middle School,C,61
2013-14,Dare County Schools,280324,First Flight Elementary School,B,72
2013-14,Dare County Schools,280328,First Flight Middle School,B,71
2013-14,Dare County Schools,280330,First Flight High School,B,84
2013-14,Davidson County Schools,290302,Brier Creek Elementary,D,53
2013-14,Davidson County Schools,290306,Northwest Elementary,B,72
2013-14,Davidson County Schools,290307,Southmont Elementary,C,61
2013-14,Davidson County Schools,290308,Central Davidson High,C,69
2013-14,Davidson County Schools,290309,Central Davidson Middle,C,60
2013-14,Davidson County Schools,290312,Churchland Elementary,C,60
2013-14,Davidson County Schools,290315,Davidson Early College,A,87
2013-14,Davidson County Schools,290316,Davis-Townsend Elementary,C,67
2013-14,Davidson County Schools,290320,Denton Elementary,D,41
2013-14,Davidson County Schools,290322,E Lawson Brown Middle,C,67
2013-14,Davidson County Schools,290324,East Davidson High,C,67
2013-14,Davidson County Schools,290328,Fair Grove Elementary,C,65
2013-14,Davidson County Schools,290330,Friedberg Elementary,B,73
2013-14,Davidson County Schools,290332,Hasty Elementary,C,68
2013-14,Davidson County Schools,290333,Friendship Elementary,B,74
2013-14,Davidson County Schools,290334,Ledford Middle,C,67
2013-14,Davidson County Schools,290336,Ledford Senior High,B,76
2013-14,Davidson County Schools,290344,Midway Elementary,C,65
2013-14,Davidson County Schools,290348,North Davidson High,B,77
2013-14,Davidson County Schools,290350,North Davidson Middle,C,68
2013-14,Davidson County Schools,290351,Oak Grove Middle,B,74
2013-14,Davidson County Schools,290352,Pilot Elementary,C,63
2013-14,Davidson County Schools,290356,Reeds Elementary,C,69
2013-14,Davidson County Schools,290364,Silver Valley Elementary,D,53
2013-14,Davidson County Schools,290365,South Davidson High,C,62
2013-14,Davidson County Schools,290366,Southwood Elementary,D,54
2013-14,Davidson County Schools,290367,South Davidson Middle,C,61
2013-14,Davidson County Schools,290375,Tyro Elementary,C,66
2013-14,Davidson County Schools,290376,Tyro Middle,C,61
2013-14,Davidson County Schools,290380,Wallburg Elementary,C,68
2013-14,Davidson County Schools,290384,Welcome Elementary,C,63
2013-14,Davidson County Schools,290388,West Davidson High,C,64
2013-14,Davidson County Schools,290389,Yadkin Valley Regional Career Academy,C,56
2013-14,Lexington City Schools,291308,Charles England Elementary School,D,48
2013-14,Lexington City Schools,291332,Lexington Middle School,D,46
2013-14,Lexington City Schools,291336,Lexington Senior High,C,65
2013-14,Lexington City Schools,291340,Pickett Elementary School,C,66
2013-14,Lexington City Schools,291352,Southwest Elementary School,C,65
2013-14,Thomasville City Schools,292316,Liberty Drive Elementary,C,55
2013-14,Thomasville City Schools,292318,Thomasville Primary,D,50
2013-14,Thomasville City Schools,292320,Thomasville Middle,D,51
2013-14,Thomasville City Schools,292324,Thomasville High,C,57
2013-14,Davie County Schools,300308,Cooleemee Elementary,D,48
2013-14,Davie County Schools,300310,Cornatzer Elementary,B,70
2013-14,Davie County Schools,300312,Davie County High,B,74
2013-14,Davie County Schools,300314,Davie County Early College High,A,94
2013-14,Davie County Schools,300320,Mocksville Elementary,C,69
2013-14,Davie County Schools,300325,North Davie Middle,B,71
2013-14,Davie County Schools,300326,Pinebrook Elementary,C,66
2013-14,Davie County Schools,300328,Shady Grove Elementary,B,75
2013-14,Davie County Schools,300330,South Davie Middle,C,68
2013-14,Davie County Schools,300336,William R Davie Elementary,C,64
2013-14,Davie County Schools,300337,William Ellis Middle,B,75
2013-14,Duplin County Schools,310304,B F Grady Elementary,D,45
2013-14,Duplin County Schools,310308,Beulaville Elementary,D,54
2013-14,Duplin County Schools,310324,Charity Middle,D,48
2013-14,Duplin County Schools,310330,Chinquapin Elementary,C,62
2013-14,Duplin County Schools,310336,Warsaw Elementary,D,46
2013-14,Duplin County Schools,310338,Duplin Early College High,B,79
2013-14,Duplin County Schools,310340,E E Smith Middle,D,43
2013-14,Duplin County Schools,310344,East Duplin High,C,59
2013-14,Duplin County Schools,310352,James Kenan High,D,47
2013-14,Duplin County Schools,310356,Kenansville Elementary,D,54
2013-14,Duplin County Schools,310360,North Duplin Elementary,C,61
2013-14,Duplin County Schools,310364,North Duplin Jr Sr High,C,61
2013-14,Duplin County Schools,310384,Rose Hill-Magnolia Elementary,D,45
2013-14,Duplin County Schools,310388,Wallace Elementary,D,49
2013-14,Duplin County Schools,310392,Wallace-Rose Hill High,C,55
2013-14,Duplin County Schools,310396,Warsaw Middle,D,40
2013-14,Durham Public Schools,320304,Bethesda Elementary,D,49
2013-14,Durham Public Schools,320306,Brogden Middle,D,41
2013-14,Durham Public Schools,320308,Burton Elementary,D,50
2013-14,Durham Public Schools,320309,J D Clement Early College HS,A,91
2013-14,Durham Public Schools,320310,Eastway Elementary,F,26
2013-14,Durham Public Schools,320312,C E Jordan High,B,71
2013-14,Durham Public Schools,320313,Easley Elementary,C,65
2013-14,Durham Public Schools,320314,The School for Creative Studies,C,55
2013-14,Durham Public Schools,320315,Eno Valley Elementary,F,38
2013-14,Durham Public Schools,320316,George L Carrington Middle,D,52
2013-14,Durham Public Schools,320317,City of Medicine Academy,B,82
2013-14,Durham Public Schools,320318,Club Boulevard Elementary,D,53
2013-14,Durham Public Schools,320319,Creekside Elementary,C,66
2013-14,Durham Public Schools,320320,Glenn Elementary,D,40
2013-14,Durham Public Schools,320323,Durham School of the Arts,B,78
2013-14,Durham Public Schools,320324,Hillandale Elementary,C,61
2013-14,Durham Public Schools,320325,Hillside High,C,61
2013-14,Durham Public Schools,320327,Hope Valley Elementary,C,62
2013-14,Durham Public Schools,320328,Holt Elementary,C,59
2013-14,Durham Public Schools,320332,Forest View Elementary,C,63
2013-14,Durham Public Schools,320336,DPS Hospital School,F,6
2013-14,Durham Public Schools,320338,James E Shepard Middle,F,37
2013-14,Durham Public Schools,320339,Lakewood Elementary,D,43
2013-14,Durham Public Schools,320340,Little River Elementary,C,68
2013-14,Durham Public Schools,320342,Lakewood Montessori Middle,C,55
2013-14,Durham Public Schools,320343,Lucas Middle,D,45
2013-14,Durham Public Schools,320344,Fayetteville Street Elementary,F,38
2013-14,Durham Public Schools,320346,Lowe's Grove Middle,F,32
2013-14,Durham Public Schools,320347,George Watts Elementary,C,65
2013-14,Durham Public Schools,320348,Mangum Elementary,B,78
2013-14,Durham Public Schools,320352,Merrick-Moore Elementary,F,37
2013-14,Durham Public Schools,320353,Middle College HS @ DTCC,A,92
2013-14,Durham Public Schools,320354,Morehead Montessori,C,61
2013-14,Durham Public Schools,320355,Neal Middle,F,33
2013-14,Durham Public Schools,320356,Northern High,C,60
2013-14,Durham Public Schools,320360,Oak Grove Elementary,C,58
2013-14,Durham Public Schools,320362,Parkwood Elementary,D,48
2013-14,Durham Public Schools,320363,E K Powe Elementary,D,51
2013-14,Durham Public Schools,320364,Pearsontown Elementary,B,76
2013-14,Durham Public Schools,320365,Riverside High,C,67
2013-14,Durham Public Schools,320366,Sherwood Githens Middle,D,43
2013-14,Durham Public Schools,320367,R N Harris Elementary,C,60
2013-14,Durham Public Schools,320368,Southern School of Energy and Sustainabi,D,50
2013-14,Durham Public Schools,320369,Sandy Ridge Elementary,D,49
2013-14,Durham Public Schools,320370,Rogers-Herr Middle,C,66
2013-14,Durham Public Schools,320372,Southwest Elementary,D,49
2013-14,Durham Public Schools,320374,C C Spaulding Elementary,F,38
2013-14,Durham Public Schools,320376,Spring Valley Elementary,D,53
2013-14,Durham Public Schools,320388,W G Pearson Elementary,F,38
2013-14,Durham Public Schools,320389,WG Pearson Magnet Middle,D,51
2013-14,Durham Public Schools,320400,Y E Smith Elementary,D,41
2013-14,Durham Public Schools,320700,Southern School of Engineering,D,53
2013-14,Durham Public Schools,320701,Hillside New Tech High,D,53
2013-14,Edgecombe County Public School,330304,G W Bulluck Elementary,C,55
2013-14,Edgecombe County Public School,330308,G W Carver Elementary,D,46
2013-14,Edgecombe County Public School,330312,Coker-Wimberly Elementary,F,35
2013-14,Edgecombe County Public School,330324,C B Martin Middle,F,27
2013-14,Edgecombe County Public School,330326,Edgecombe Early College High,B,83
2013-14,Edgecombe County Public School,330328,North Edgecombe High,D,48
2013-14,Edgecombe County Public School,330330,W A Pattillo School,F,30
2013-14,Edgecombe County Public School,330332,Phillips Middle,F,34
2013-14,Edgecombe County Public School,330334,Princeville Elementary,F,31
2013-14,Edgecombe County Public School,330340,South Edgecombe Middle,D,44
2013-14,Edgecombe County Public School,330348,West Edgecombe Middle,F,36
2013-14,Edgecombe County Public School,330350,SouthWest Edgecombe High,C,61
2013-14,Edgecombe County Public School,330354,Stocks Elementary,D,49
2013-14,Edgecombe County Public School,330358,Tarboro High,C,56
2013-14,Forsyth County Schools,340308,Ashley Elementary,D,40
2013-14,Forsyth County Schools,340311,Atkins Academic & Tech High,B,81
